Date,RAD_Lot,Waterlevel,Temperature,Precip,Precip_d10_mean
3/8/2017,1.047,208.45,5.0,9.8,3.6
3/9/2017,1.002,208.58,7.9,1.2,3.3
3/10/2017,1.024,208.73,6.5,0.0,2.7
3/11/2017,1.113,208.82,7.9,0.0,2.1
3/12/2017,1.181,208.92,8.4,0.0,2.0
3/13/2017,1.228,209.01,9.4,0.0,2.0
3/14/2017,1.113,209.07,10.1,0.0,2.0
3/15/2017,1.056,209.11,9.9,0.0,1.9
3/16/2017,1.100,209.16,9.6,0.0,1.7
3/17/2017,1.039,209.2,9.0,4.5,1.6
3/18/2017,1.014,209.23,7.8,19.8,2.6
3/19/2017,0.937,209.38,10.2,0.4,2.5
3/20/2017,0.869,209.57,10.4,1.3,2.6
3/21/2017,0.875,209.69,8.3,0.2,2.6
3/22/2017,1.108,209.81,5.7,0.0,2.6
3/23/2017,1.135,209.9,9.4,0.0,2.6
3/24/2017,1.166,209.98,9.1,0.0,2.6
3/25/2017,1.244,210.03,7.8,0.0,2.6
3/26/2017,1.297,210.1,8.0,0.0,2.6
3/27/2017,1.322,210.16,10.8,0.0,2.2
3/28/2017,1.254,210.19,13.0,0.0,0.2
3/29/2017,1.027,210.24,13.1,0.0,0.2
3/30/2017,0.847,210.28,15.6,0.0,0.0
3/31/2017,0.686,210.31,17.2,0.0,0.0
4/1/2017,0.571,210.33,13.7,0.0,0.0
4/2/2017,0.473,210.36,12.9,0.0,0.0
4/3/2017,0.561,210.4,8.9,0.1,0.0
4/4/2017,0.750,210.4,9.2,0.0,0.0
4/5/2017,0.829,210.42,7.9,0.0,0.0
4/6/2017,0.844,210.43,7.5,0.0,0.0
4/7/2017,0.818,210.44,9.4,0.0,0.0
4/8/2017,0.637,210.45,11.3,0.0,0.0
4/9/2017,0.658,210.47,13.1,0.0,0.0
4/10/2017,0.573,210.49,11.0,0.0,0.0
4/11/2017,0.647,210.49,8.5,0.0,0.0
4/12/2017,0.615,210.47,10.4,4.0,0.4
4/13/2017,0.636,210.45,9.1,0.0,0.4
4/14/2017,0.716,210.43,8.6,0.4,0.4
4/15/2017,0.745,210.42,8.4,1.4,0.6
4/16/2017,0.792,210.41,7.5,3.9,1.0
4/17/2017,0.864,210.41,5.6,7.2,1.7
4/18/2017,1.008,210.42,4.0,0.7,1.8
4/19/2017,1.109,210.39,3.4,0.0,1.8
4/20/2017,1.199,210.4,5.7,0.0,1.8
4/21/2017,1.075,210.41,9.2,2.9,2.1
4/22/2017,0.990,210.39,7.4,0.0,1.7
4/23/2017,1.030,210.39,6.3,0.0,1.7
4/24/2017,1.025,210.38,9.5,3.1,1.9
4/25/2017,0.967,210.36,7.1,0.4,1.8
4/26/2017,1.007,210.33,5.9,0.1,1.4
4/27/2017,0.996,210.3,6.3,0.0,0.7
4/28/2017,0.957,210.28,7.6,1.1,0.8
4/29/2017,0.829,210.25,7.9,0.0,0.8
4/30/2017,0.730,210.23,11.4,0.0,0.8
5/1/2017,0.563,210.23,10.6,6.6,1.1
5/2/2017,0.635,210.24,8.6,9.9,2.1
5/3/2017,0.661,210.23,10.6,5.1,2.6
5/4/2017,0.608,210.24,9.7,0.7,2.4
5/5/2017,0.649,210.24,8.8,0.0,2.4
5/6/2017,0.533,210.23,13.3,0.0,2.3
5/7/2017,0.264,210.22,13.8,0.0,2.3
5/8/2017,0.302,210.24,8.5,0.7,2.3
5/9/2017,0.475,210.22,8.5,0.0,2.3
5/10/2017,0.440,210.2,10.4,0.0,2.3
5/11/2017,0.212,210.18,16.3,1.1,1.8
5/12/2017,-0.106,210.16,15.8,12.7,2.0
5/13/2017,-0.347,210.14,17.4,0.1,1.5
5/14/2017,-0.506,210.14,17.0,4.6,1.9
5/15/2017,-0.583,210.15,16.3,0.0,1.9
5/16/2017,-0.843,210.14,19.4,0.0,1.9
5/17/2017,-1.127,210.11,23.3,0.0,1.9
5/18/2017,-1.377,210.06,20.0,5.3,2.4
5/19/2017,-1.135,210.03,13.4,25.3,4.9
5/20/2017,-0.875,210.03,13.9,0.0,4.9
5/21/2017,-0.886,210.06,15.6,0.0,4.8
5/22/2017,-1.052,210.05,18.4,0.0,3.5
5/23/2017,-1.311,210.02,19.0,0.0,3.5
5/24/2017,-1.300,209.97,15.6,0.0,3.1
5/25/2017,-1.400,209.9,17.0,0.0,3.1
5/26/2017,-1.538,209.89,19.9,0.0,3.1
5/27/2017,-1.876,209.84,24.0,0.0,3.1
5/28/2017,-2.220,209.82,22.3,5.8,3.1
5/29/2017,-2.435,209.8,26.3,0.0,0.6
5/30/2017,-2.614,209.74,21.4,5.2,1.1
5/31/2017,-2.459,209.68,18.5,0.0,1.1
6/1/2017,-2.364,209.61,18.8,0.0,1.1
6/2/2017,-2.467,209.55,22.6,1.7,1.3
6/3/2017,-2.692,209.48,21.1,8.6,2.1
6/4/2017,-2.554,209.45,16.6,0.0,2.1
6/5/2017,-2.493,209.43,17.9,0.0,2.1
6/6/2017,-2.592,209.41,16.2,0.0,2.1
6/7/2017,-2.493,209.38,14.0,0.6,1.6
6/8/2017,-2.480,209.36,18.4,0.6,1.7
6/9/2017,-2.676,209.32,17.8,3.3,1.5
6/10/2017,-2.714,209.27,18.6,0.0,1.5
6/11/2017,-2.896,209.26,22.3,0.7,1.6
6/12/2017,-2.867,209.25,17.6,0.0,1.4
6/13/2017,-2.773,209.19,16.5,0.0,0.5
6/14/2017,-2.727,209.1,18.6,0.0,0.5
6/15/2017,-2.937,209.06,21.4,11.4,1.7
6/16/2017,-2.904,209.02,16.8,0.0,1.7
6/17/2017,-2.780,208.97,16.5,0.3,1.6
6/18/2017,-2.984,208.89,21.7,0.0,1.6
6/19/2017,-3.294,208.85,24.3,0.0,1.2
6/20/2017,-3.540,208.76,23.7,0.0,1.2
6/21/2017,-3.605,208.73,22.4,0.0,1.2
6/22/2017,-3.827,208.66,26.4,0.2,1.2
6/23/2017,-3.914,208.58,21.7,0.0,1.2
6/24/2017,-3.807,208.5,18.5,1.2,1.3
6/25/2017,-3.660,208.46,18.4,0.8,0.3
6/26/2017,-3.693,208.42,19.2,1.1,0.4
6/27/2017,-3.746,208.36,18.0,1.0,0.4
6/28/2017,-3.675,208.28,19.7,2.7,0.7
6/29/2017,-3.605,208.21,18.3,0.2,0.7
6/30/2017,-3.576,208.14,18.2,1.5,0.9
7/1/2017,-3.479,208.07,16.0,4.6,1.3
7/2/2017,-3.386,208.02,16.6,0.9,1.4
7/3/2017,-3.341,207.98,18.6,0.0,1.4
7/4/2017,-3.439,207.92,18.8,0.0,1.3
7/5/2017,-3.619,207.87,21.3,0.0,1.2
7/6/2017,-3.674,207.82,21.6,2.2,1.3
7/7/2017,-3.730,207.75,23.3,0.0,1.2
7/8/2017,-3.892,207.66,22.5,0.0,0.9
7/9/2017,-3.904,207.6,21.8,7.3,1.7
7/10/2017,-4.103,207.59,21.1,10.5,2.6
7/11/2017,-4.000,207.55,19.5,2.9,2.4
7/12/2017,-3.869,207.52,15.7,20.7,4.4
7/13/2017,-3.640,207.51,15.2,0.0,4.4
7/14/2017,-3.609,207.51,15.8,2.5,4.6
7/15/2017,-3.604,207.51,16.4,0.0,4.6
7/16/2017,-3.725,207.5,18.9,0.9,4.5
7/17/2017,-3.901,207.46,19.5,0.0,4.5
7/18/2017,-3.977,207.42,21.2,0.0,4.5
7/19/2017,-4.130,207.37,23.9,15.5,5.3
7/20/2017,-4.137,207.31,21.6,3.6,4.6
7/21/2017,-4.167,207.28,20.6,15.5,5.9
7/22/2017,-4.266,207.23,21.7,19.2,5.7
7/23/2017,-4.205,207.23,17.8,1.3,5.9
7/24/2017,-4.025,207.23,15.0,14.7,7.1
7/25/2017,-3.786,207.22,14.5,41.6,11.2
7/26/2017,-3.705,207.52,18.4,0.7,11.2
7/27/2017,-3.860,207.78,19.1,0.1,11.2
7/28/2017,-3.859,207.89,17.6,0.4,11.3
7/29/2017,-3.890,207.95,20.9,5.7,10.3
7/30/2017,-4.069,208.01,22.8,0.0,9.9
7/31/2017,-4.137,208.06,20.8,2.3,8.6
8/1/2017,-4.180,208.07,20.2,1.8,6.9
8/2/2017,-4.134,208.1,20.0,5.6,7.3
8/3/2017,-4.175,208.13,21.4,0.7,5.9
8/4/2017,-4.254,208.15,19.8,1.9,1.9
8/5/2017,-4.119,208.14,16.0,16.5,3.5
8/6/2017,-3.964,208.23,17.0,0.0,3.5
8/7/2017,-3.950,208.27,18.9,0.0,3.5
8/8/2017,-3.972,208.29,18.1,0.1,2.9
8/9/2017,-4.002,208.3,18.7,0.0,2.9
8/10/2017,-4.019,208.3,16.7,17.0,4.4
8/11/2017,-3.755,208.34,14.0,38.3,8.0
8/12/2017,-3.559,208.59,15.2,1.7,7.6
8/13/2017,-3.550,208.96,18.4,0.0,7.6
8/14/2017,-3.516,209.15,19.7,0.0,7.4
8/15/2017,-3.678,209.26,22.0,0.7,5.8
8/16/2017,-3.669,209.32,20.7,0.0,5.8
8/17/2017,-3.731,209.36,20.1,1.5,5.9
8/18/2017,-3.684,209.4,17.8,9.4,6.9
8/19/2017,-3.495,209.53,15.3,2.9,7.2
8/20/2017,-3.349,209.62,15.0,1.1,5.6
8/21/2017,-3.262,209.7,15.7,0.0,1.7
8/22/2017,-3.248,209.73,17.2,0.0,1.6
8/23/2017,-3.270,209.77,20.0,0.0,1.6
8/24/2017,-3.428,209.78,19.9,0.0,1.6
8/25/2017,-3.392,209.81,19.0,0.0,1.5
8/26/2017,-3.472,209.83,20.9,0.0,1.5
8/27/2017,-3.479,209.85,19.2,0.0,1.3
8/28/2017,-3.435,209.89,20.0,0.0,0.4
8/29/2017,-3.529,209.88,23.4,0.0,0.1
8/30/2017,-3.726,209.89,23.6,21.5,2.2
8/31/2017,-3.598,209.94,15.4,5.1,2.7
9/1/2017,-3.300,209.97,14.1,7.5,3.4
9/2/2017,-3.200,209.97,14.5,1.1,3.5
9/3/2017,-3.074,210,14.4,0.0,3.5
9/4/2017,-2.985,210.02,16.6,0.0,3.5
9/5/2017,-3.085,210.02,19.2,0.2,3.5
9/6/2017,-3.121,210.01,16.1,4.5,4.0
9/7/2017,-2.983,210.02,14.7,0.4,4.0
9/8/2017,-2.948,210.01,15.1,15.9,5.6
9/9/2017,-2.918,210,14.9,3.3,3.8
9/10/2017,-2.814,210.05,14.6,0.0,3.3
9/11/2017,-2.769,210.07,14.8,1.2,2.7
9/12/2017,-2.729,210.09,14.1,7.5,3.3
9/13/2017,-2.673,210.1,14.5,0.8,3.4
9/14/2017,-2.577,210.1,11.6,7.0,4.1
9/15/2017,-2.465,210.15,12.2,2.3,4.3
9/16/2017,-2.373,210.19,11.6,0.0,3.8
9/17/2017,-2.326,210.2,11.0,3.0,4.1
9/18/2017,-2.277,210.24,11.3,4.3,2.9
9/19/2017,-2.250,210.26,12.0,0.0,2.6
9/20/2017,-2.268,210.27,12.5,0.2,2.6
9/21/2017,-2.246,210.29,13.9,0.0,2.5
9/22/2017,-2.210,210.3,14.6,3.0,2.1
9/23/2017,-2.262,210.29,14.2,0.0,2.0
9/24/2017,-2.283,210.3,14.9,0.0,1.3
9/25/2017,-2.280,210.33,14.0,0.0,1.1
9/26/2017,-2.245,210.33,13.8,21.8,3.2
9/27/2017,-2.260,210.34,15.1,3.8,3.3
9/28/2017,-2.288,210.38,16.5,0.2,2.9
9/29/2017,-2.427,210.38,18.6,3.5,3.3
9/30/2017,-2.423,210.38,14.7,21.2,5.4
10/1/2017,-2.199,210.49,13.6,0.3,5.4
10/2/2017,-2.172,210.55,15.2,4.0,5.5
10/3/2017,-2.073,210.57,12.5,0.6,5.5
10/4/2017,-2.036,210.61,11.9,6.1,6.2
10/5/2017,-1.960,210.63,11.6,2.0,6.4
10/6/2017,-1.838,210.69,10.4,2.4,4.4
10/7/2017,-1.741,210.73,10.1,12.1,5.2
10/8/2017,-1.699,210.81,10.9,1.3,5.4
10/9/2017,-1.583,210.96,10.2,3.9,5.4
10/10/2017,-1.596,211.07,13.0,1.7,3.4
10/11/2017,-1.617,211.18,14.0,0.2,3.4
10/12/2017,-1.615,211.25,13.6,0.0,3.0
10/13/2017,-1.601,211.31,14.5,0.0,3.0
10/14/2017,-1.667,211.35,16.9,0.0,2.4
10/15/2017,-1.642,211.4,17.2,0.0,2.2
10/16/2017,-1.693,211.46,18.5,0.0,1.9
10/17/2017,-1.727,211.49,15.9,0.0,0.7
10/18/2017,-1.631,211.52,15.2,0.0,0.6
10/19/2017,-1.557,211.55,15.8,0.0,0.2
10/20/2017,-1.585,211.56,14.8,2.7,0.3
10/21/2017,-1.528,211.58,12.8,3.2,0.6
10/22/2017,-1.404,211.62,10.0,1.7,0.8
10/23/2017,-1.300,211.63,10.6,0.0,0.8
10/24/2017,-1.328,211.64,13.7,0.2,0.8
10/25/2017,-1.431,211.66,14.8,1.4,0.9
10/26/2017,-1.427,211.69,14.1,1.3,1.1
10/27/2017,-1.348,211.68,10.7,0.3,1.1
10/28/2017,-1.212,211.68,9.7,10.3,2.1
10/29/2017,-1.132,211.7,9.1,0.6,2.2
10/30/2017,-0.916,211.73,6.4,0.2,1.9
10/31/2017,-0.807,211.75,7.5,4.6,2.1
11/1/2017,-0.803,211.78,10.5,0.0,1.9
11/2/2017,-0.794,211.82,10.5,0.3,1.9
11/3/2017,-0.776,211.81,10.1,0.0,1.9
11/4/2017,-0.709,211.82,10.9,10.1,2.8
11/5/2017,-0.705,211.87,8.5,9.7,3.6
11/6/2017,-0.493,211.97,5.4,0.1,3.6
11/7/2017,-0.356,211.98,4.7,0.1,2.6
11/8/2017,-0.306,212.01,7.2,0.0,2.5
11/9/2017,-0.291,212.05,7.5,1.7,2.7
11/10/2017,-0.248,212.03,7.0,4.7,2.7
11/11/2017,-0.130,212,5.4,3.4,3.0
11/12/2017,-0.018,212.01,4.2,9.3,3.9
11/13/2017,0.078,212.05,5.5,0.0,3.9
11/14/2017,0.146,212.06,5.6,0.4,2.9
11/15/2017,0.100,212.07,8.1,0.0,2.0
11/16/2017,0.081,212.08,7.7,1.2,2.1
11/17/2017,0.102,212.07,6.7,0.0,2.1
11/18/2017,0.252,212.03,4.2,5.8,2.7
11/19/2017,0.332,212.05,4.5,8.5,3.3
11/20/2017,0.382,212.09,4.8,15.8,4.4
11/21/2017,0.327,212.12,10.0,3.7,4.5
11/22/2017,0.316,212.23,10.1,0.0,3.5
11/23/2017,0.317,212.32,11.8,11.1,4.7
11/24/2017,0.314,212.34,7.6,7.6,5.4
11/25/2017,0.453,212.39,4.4,2.0,5.6
11/26/2017,0.729,212.43,3.4,2.1,5.7
11/27/2017,0.727,212.46,4.3,10.9,6.8
11/28/2017,0.817,212.47,4.7,0.3,6.2
11/29/2017,0.895,212.5,2.6,0.0,5.4
11/30/2017,1.023,212.51,0.9,3.8,4.2
12/1/2017,1.089,212.49,1.4,0.0,3.8
12/2/2017,1.161,212.48,0.7,0.7,3.9
12/3/2017,1.242,212.43,1.0,5.2,3.3
12/4/2017,1.175,212.39,5.3,1.0,2.6
12/5/2017,1.121,212.4,5.8,0.0,2.4
12/6/2017,1.123,212.39,6.4,0.0,2.2
12/7/2017,1.128,212.37,4.7,6.1,1.7
12/8/2017,1.184,212.35,2.4,4.4,2.1
12/9/2017,1.357,212.34,0.4,1.0,2.2
12/10/2017,1.449,212.32,1.3,3.4,2.2
12/11/2017,1.470,212.3,2.9,7.0,2.9
12/12/2017,1.497,212.29,2.0,1.9,3.0
12/13/2017,1.575,212.31,2.6,10.2,3.5
12/14/2017,1.576,212.33,3.2,2.4,3.6
12/15/2017,1.644,212.39,2.6,0.0,3.6
12/16/2017,1.677,212.42,2.9,0.8,3.7
12/17/2017,1.713,212.44,2.3,3.2,3.4
12/18/2017,1.754,212.47,2.0,1.0,3.1
12/19/2017,1.754,212.45,3.6,7.6,3.8
12/20/2017,1.677,212.42,5.7,2.7,3.7
12/21/2017,1.569,212.43,7.6,3.7,3.4
12/22/2017,1.523,212.45,7.3,0.2,3.2
12/23/2017,1.484,212.47,7.7,0.1,2.2
12/24/2017,1.408,212.48,8.2,0.0,1.9
12/25/2017,1.431,212.54,6.5,0.0,1.9
12/26/2017,1.556,212.59,5.1,1.5,2.0
12/27/2017,1.643,212.63,5.0,1.1,1.8
12/28/2017,1.709,212.62,2.7,0.0,1.7
12/29/2017,1.812,212.6,2.1,0.8,1.0
12/30/2017,1.796,212.59,7.1,9.3,1.7
12/31/2017,1.535,212.61,10.9,6.4,1.9
1/1/2018,1.572,212.67,6.1,10.2,2.9
1/2/2018,1.703,212.66,4.7,15.5,4.5
1/3/2018,1.690,212.65,6.1,8.8,5.4
1/4/2018,1.725,212.83,7.4,1.1,5.5
1/5/2018,1.730,212.95,7.3,0.0,5.3
1/6/2018,1.846,212.97,4.9,2.0,5.4
1/7/2018,1.915,212.92,1.9,0.0,5.4
1/8/2018,2.000,212.85,2.6,0.0,5.3
1/9/2018,2.034,212.75,4.3,0.0,4.4
1/10/2018,1.960,212.7,6.9,0.1,3.8
1/11/2018,1.928,212.71,6.1,0.0,2.8
1/12/2018,1.921,212.66,4.6,0.2,1.2
1/13/2018,1.945,212.63,4.2,0.0,0.3
1/14/2018,2.012,212.6,2.4,0.0,0.2
1/15/2018,2.090,212.55,3.8,4.6,0.7
1/16/2018,2.055,212.52,3.6,4.1,0.9
1/17/2018,2.165,212.51,1.6,4.7,1.4
1/18/2018,2.195,212.51,3.8,10.3,2.4
1/19/2018,2.271,212.52,1.7,6.5,3.1
1/20/2018,2.341,212.54,1.9,3.1,3.4
1/21/2018,2.381,212.55,1.5,1.2,3.5
1/22/2018,2.375,212.57,4.1,0.9,3.5
1/23/2018,2.262,212.56,6.5,0.4,3.6
1/24/2018,2.062,212.58,10.7,2.8,3.9
1/25/2018,1.973,212.65,7.7,3.5,3.8
1/26/2018,2.044,212.7,6.0,0.0,3.3
1/27/2018,2.127,212.73,5.2,0.2,2.9
1/28/2018,2.087,212.73,7.6,0.1,1.9
1/29/2018,1.933,212.71,8.7,3.0,1.5
1/30/2018,2.032,212.71,4.5,0.6,1.3
1/31/2018,2.052,212.68,6.3,11.7,2.3
2/1/2018,2.185,212.67,2.4,3.3,2.6
2/2/2018,2.285,212.67,2.6,1.0,2.6
2/3/2018,2.334,212.65,2.0,2.0,2.5
2/4/2018,2.473,212.67,-1.2,0.0,2.2
2/5/2018,2.614,212.68,-1.5,0.0,2.2
2/6/2018,2.686,212.66,-2.3,0.2,2.2
2/7/2018,2.821,212.69,-1.2,0.0,2.2
2/8/2018,2.807,212.72,-3.1,0.0,1.9
2/9/2018,2.833,212.74,-1.9,0.0,1.8
2/10/2018,2.970,212.73,1.5,0.4,0.7
2/11/2018,3.077,212.73,2.2,2.9,0.7
2/12/2018,3.130,212.77,1.5,5.3,1.1
2/13/2018,3.190,212.76,0.7,0.0,0.9
2/14/2018,3.201,212.76,1.2,0.0,0.9
2/15/2018,3.246,212.75,2.7,0.9,1.0
2/16/2018,3.273,212.75,2.5,0.0,1.0
2/17/2018,3.313,212.75,0.3,0.0,1.0
2/18/2018,3.338,212.75,1.4,0.1,1.0
2/19/2018,3.378,212.75,1.6,0.0,1.0
2/20/2018,3.428,212.74,0.6,0.0,0.9
2/21/2018,3.474,212.73,0.4,0.0,0.6
2/22/2018,3.437,212.73,-0.8,0.0,0.1
2/23/2018,3.464,212.76,-1.2,0.0,0.1
2/24/2018,3.399,212.77,-2.1,0.0,0.1
2/25/2018,3.399,212.79,-4.2,0.4,0.1
2/26/2018,3.391,212.81,-5.0,0.0,0.1
2/27/2018,3.369,212.8,-5.9,0.3,0.1
2/28/2018,3.350,212.8,-8.0,0.1,0.1
3/1/2018,3.199,212.8,-5.5,0.0,0.1
3/2/2018,3.162,212.78,-4.2,0.4,0.1
3/3/2018,3.078,212.76,-1.5,0.0,0.1
3/4/2018,3.230,212.78,5.6,0.1,0.1
3/5/2018,3.723,212.8,6.8,0.0,0.1
3/6/2018,3.912,212.79,5.8,0.0,0.1
3/7/2018,3.812,212.79,5.7,3.1,0.4
3/8/2018,3.690,212.79,4.8,3.5,0.8
3/9/2018,3.667,212.8,5.7,3.4,1.1
3/10/2018,3.390,212.82,10.7,0.0,1.1
3/11/2018,3.173,212.87,11.2,0.0,1.1
3/12/2018,3.105,212.91,10.3,2.3,1.2
3/13/2018,3.058,212.93,6.3,12.2,2.5
3/14/2018,3.174,212.98,4.8,0.2,2.5
3/15/2018,3.294,213.04,6.5,11.7,3.6
3/16/2018,3.304,213.1,2.8,2.6,3.9
3/17/2018,3.577,213.19,-3.2,0.0,3.6
3/18/2018,3.766,213.24,-2.4,0.0,3.2
3/19/2018,3.869,213.3,-1.9,1.2,3.0
3/20/2018,3.965,213.31,0.3,0.0,3.0
3/21/2018,4.036,213.35,0.8,1.2,3.1
3/22/2018,4.022,213.36,3.8,6.6,3.6
3/23/2018,3.852,213.42,5.8,0.4,2.4
3/24/2018,3.837,213.47,4.6,0.0,2.4
3/25/2018,3.851,213.45,5.4,0.0,1.2
3/26/2018,3.716,213.46,5.8,0.0,0.9
3/27/2018,3.705,213.45,5.6,1.6,1.1
3/28/2018,3.574,213.44,6.5,7.7,1.9
3/29/2018,3.556,213.44,4.0,0.3,1.8
3/30/2018,3.545,213.42,8.2,2.1,2.0
3/31/2018,3.450,213.44,7.9,1.7,2.0
4/1/2018,3.436,213.42,4.6,2.5,1.6
4/2/2018,3.374,213.42,8.1,0.0,1.6
4/3/2018,3.123,213.42,12.1,0.1,1.6
4/4/2018,2.994,213.41,10.5,2.4,1.8
4/5/2018,2.989,213.4,6.6,0.2,1.9
4/6/2018,3.198,213.39,8.0,0.0,1.7
4/7/2018,3.041,213.41,16.0,0.0,0.9
4/8/2018,2.664,213.41,18.5,0.0,0.9
4/9/2018,2.488,213.44,14.7,0.0,0.7
4/10/2018,2.293,213.46,16.6,0.0,0.5
4/11/2018,2.158,213.47,13.3,0.2,0.3
4/12/2018,2.191,213.48,13.6,0.1,0.3
4/13/2018,2.186,213.49,11.7,0.0,0.3
4/14/2018,2.081,213.5,13.5,5.6,0.6
4/15/2018,1.945,213.51,13.7,1.0,0.7
4/16/2018,1.802,213.54,13.1,0.0,0.7
4/17/2018,1.910,213.54,14.1,0.0,0.7
4/18/2018,1.760,213.53,17.0,0.0,0.7
4/19/2018,1.510,213.52,19.9,0.0,0.7
4/20/2018,1.223,213.51,20.3,0.0,0.7
4/21/2018,1.044,213.5,17.2,0.0,0.7
4/22/2018,0.980,213.5,17.8,4.7,1.1
4/23/2018,0.914,213.49,15.4,0.0,1.1
4/24/2018,1.074,213.47,12.2,0.0,0.6
4/25/2018,1.024,213.45,12.5,5.9,1.1
4/26/2018,1.251,213.45,8.7,6.8,1.7
4/27/2018,1.328,213.45,11.8,0.0,1.7
4/28/2018,1.169,213.43,14.3,0.0,1.7
4/29/2018,1.064,213.41,14.8,1.0,1.8
4/30/2018,1.025,213.41,13.4,0.6,1.9
5/1/2018,1.234,213.39,8.7,0.2,1.9
5/2/2018,1.342,213.4,11.6,0.0,1.4
5/3/2018,1.213,213.36,12.2,0.0,1.4
5/4/2018,1.490,213.34,12.7,0.0,1.4
5/5/2018,1.301,213.3,14.9,0.0,0.9
5/6/2018,0.837,213.27,16.8,0.0,0.2
5/7/2018,0.604,213.25,18.7,0.0,0.2
5/8/2018,0.362,213.21,20.9,0.0,0.2
5/9/2018,0.146,213.16,20.5,0.0,0.1
5/10/2018,0.144,213.13,14.1,5.6,0.6
5/11/2018,0.332,213.11,14.6,0.0,0.6
5/12/2018,0.168,213.06,18.8,0.1,0.6
5/13/2018,0.059,213.03,16.0,29.1,3.5
5/14/2018,0.011,213.07,19.9,0.0,3.5
5/15/2018,-0.166,213.05,17.7,1.8,3.7
5/16/2018,-0.081,213.02,14.5,5.7,4.2
5/17/2018,0.024,213.05,12.4,0.2,4.3
5/18/2018,0.016,213,11.8,0.0,4.3
5/19/2018,-0.001,212.96,12.8,0.0,4.3
5/20/2018,-0.139,212.92,17.0,0.0,3.7
5/21/2018,-0.265,212.9,19.0,0.0,3.7
5/23/2018,-0.466,212.83,18.8,0.9,1.2
5/25/2018,-0.986,212.74,20.0,0.9,1.3
5/26/2018,-1.075,212.72,22.4,0.0,0.7
5/27/2018,-1.186,212.7,20.7,0.1,0.7
5/28/2018,-1.237,212.69,22.9,0.0,0.7
5/29/2018,-1.320,212.67,22.1,0.6,0.8
5/30/2018,-1.442,212.63,23.8,0.0,0.8
5/31/2018,-1.668,212.59,22.1,0.7,0.9
6/1/2018,-1.620,212.59,19.3,26.2,3.1
6/2/2018,-1.558,212.63,18.9,0.0,3.0
6/3/2018,-1.585,212.62,20.1,0.0,2.9
6/4/2018,-1.917,212.62,20.7,0.0,2.8
6/5/2018,-1.987,212.59,17.6,0.0,2.8
6/6/2018,-2.034,212.57,22.0,0.0,2.8
6/7/2018,-2.183,212.54,22.9,0.0,2.8
6/8/2018,-2.217,212.5,21.3,0.2,2.7
6/9/2018,-2.347,212.45,23.5,31.6,5.9
6/10/2018,-2.462,212.42,21.0,0.0,5.8
6/11/2018,-2.457,212.42,19.1,0.1,3.2
6/12/2018,-2.270,212.38,15.7,0.5,3.2
6/13/2018,-2.056,212.37,13.9,0.1,3.3
6/14/2018,-1.890,212.33,16.1,3.5,3.6
6/15/2018,-2.003,212.27,19.7,0.0,3.6
6/16/2018,-2.254,212.19,21.1,0.0,3.6
6/17/2018,-2.311,212.15,17.4,0.0,3.6
6/18/2018,-2.335,212.13,18.4,0.0,3.6
6/19/2018,-2.354,212.06,18.8,0.0,0.4
6/20/2018,-2.585,212,22.8,0.0,0.4
6/21/2018,-2.677,211.94,15.9,2.3,0.6
6/22/2018,-2.307,211.89,12.2,1.4,0.7
6/23/2018,-2.217,211.82,14.0,0.0,0.7
6/24/2018,-2.201,211.73,13.5,0.5,0.4
6/25/2018,-2.193,211.66,16.4,0.6,0.5
6/26/2018,-2.332,211.66,14.7,0.0,0.5
6/27/2018,-2.414,211.57,19.1,0.0,0.5
6/28/2018,-2.615,211.5,21.2,0.0,0.5
6/29/2018,-2.855,211.44,22.5,0.0,0.5
6/30/2018,-3.039,211.39,21.7,0.0,0.5
7/1/2018,-3.076,211.31,20.1,0.0,0.3
7/2/2018,-3.135,211.26,20.2,0.0,0.1
7/3/2018,-3.222,211.17,21.6,0.0,0.1
7/4/2018,-3.427,211.08,23.1,0.0,0.1
7/5/2018,-3.448,210.99,20.9,1.2,0.1
7/6/2018,-3.361,210.89,18.9,0.0,0.1
7/7/2018,-3.437,210.8,20.1,0.0,0.1
7/8/2018,-3.425,210.72,19.0,0.0,0.1
7/9/2018,-3.410,210.67,18.0,0.0,0.1
7/10/2018,-3.187,210.57,13.8,13.9,1.5
7/11/2018,-2.983,210.51,15.3,9.8,2.5
7/12/2018,-3.001,210.44,18.9,1.4,2.6
7/13/2018,-3.117,210.38,19.9,0.0,2.6
7/14/2018,-3.329,210.3,20.6,0.0,2.6
7/15/2018,-3.491,210.25,21.2,0.0,2.5
7/16/2018,-3.573,210.2,22.7,0.0,2.5
7/17/2018,-3.675,210.11,23.4,1.9,2.7
7/18/2018,-3.690,210.02,20.5,0.0,2.7
7/19/2018,-3.725,209.93,21.5,0.0,2.7
7/20/2018,-3.792,209.84,23.8,0.0,1.3
7/21/2018,-3.929,209.76,22.5,0.0,0.3
7/22/2018,-3.921,209.67,22.7,0.0,0.2
7/23/2018,-3.969,209.61,23.4,0.0,0.2
7/24/2018,-4.070,209.54,26.1,0.0,0.2
7/25/2018,-4.187,209.45,26.3,0.0,0.2
7/26/2018,-4.398,209.38,28.8,0.0,0.2
7/27/2018,-4.647,209.29,28.8,0.0,0.0
7/28/2018,-4.636,209.21,24.3,0.1,0.0
7/29/2018,-4.547,209.14,23.9,0.0,0.0
